#CHR	bp	cM
HanXRQChr10	245900001	90.93
HanXRQChr10	246000001	91.16
HanXRQChr10	246100001	91.38
HanXRQChr10	246200001	91.61
HanXRQChr10	246300001	91.84
HanXRQChr10	246315975	91.87
HanXRQChr11	1	0
HanXRQChr11	100001	0.14
HanXRQChr11	200001	0.29
HanXRQChr11	300001	0.43
HanXRQChr11	400001	0.57
HanXRQChr11	500001	0.72
HanXRQChr11	600001	0.86
HanXRQChr11	700001	1
HanXRQChr11	800001	1.15
HanXRQChr11	900001	1.29
HanXRQChr11	1000001	1.43
HanXRQChr11	1100001	1.57
HanXRQChr11	1200001	1.72
HanXRQChr11	1300001	1.86
HanXRQChr11	1400001	2
HanXRQChr11	1500001	2.14
HanXRQChr11	1600001	2.28
HanXRQChr11	1700001	2.42
HanXRQChr11	1800001	2.56
HanXRQChr11	1900001	2.7
HanXRQChr11	2000001	2.84
HanXRQChr11	2100001	2.98
HanXRQChr11	2200001	3.12
HanXRQChr11	2300001	3.26
HanXRQChr11	2400001	3.4
HanXRQChr11	2500001	3.54
HanXRQChr11	2600001	3.68
HanXRQChr11	2700001	3.82
HanXRQChr11	2800001	3.96
HanXRQChr11	2900001	4.09
HanXRQChr11	3000001	4.23
HanXRQChr11	3100001	4.37
HanXRQChr11	3200001	4.51
HanXRQChr11	3300001	4.64
HanXRQChr11	3400001	4.78
HanXRQChr11	3500001	4.92
HanXRQChr11	3600001	5.05
HanXRQChr11	3700001	5.19
HanXRQChr11	3800001	5.33
HanXRQChr11	3900001	5.46
HanXRQChr11	4000001	5.6
HanXRQChr11	4100001	5.73
HanXRQChr11	4200001	5.87
HanXRQChr11	4300001	6
HanXRQChr11	4400001	6.14
HanXRQChr11	4500001	6.27
HanXRQChr11	4600001	6.41
HanXRQChr11	4700001	6.54
HanXRQChr11	4800001	6.67
HanXRQChr11	4900001	6.81
HanXRQChr11	5000001	6.94
HanXRQChr11	5100001	7.07
HanXRQChr11	5200001	7.21
HanXRQChr11	5300001	7.34
HanXRQChr11	5400001	7.47
HanXRQChr11	5500001	7.6
HanXRQChr11	5600001	7.74
HanXRQChr11	5700001	7.87
HanXRQChr11	5800001	8
HanXRQChr11	5900001	8.13
HanXRQChr11	6000001	8.26
HanXRQChr11	6100001	8.39
HanXRQChr11	6200001	8.52
HanXRQChr11	6300001	8.65
HanXRQChr11	6400001	8.78
HanXRQChr11	6500001	8.91
HanXRQChr11	6600001	9.04
HanXRQChr11	6700001	9.17
HanXRQChr11	6800001	9.3
HanXRQChr11	6900001	9.43
HanXRQChr11	7000001	9.56
HanXRQChr11	7100001	9.69
HanXRQChr11	7200001	9.82
HanXRQChr11	7300001	9.94
HanXRQChr11	7400001	10.07
HanXRQChr11	7500001	10.2
HanXRQChr11	7600001	10.33
HanXRQChr11	7700001	10.45
HanXRQChr11	7800001	10.58
HanXRQChr11	7900001	10.71
HanXRQChr11	8000001	10.83
HanXRQChr11	8100001	10.96
HanXRQChr11	8200001	11.08
HanXRQChr11	8300001	11.21
HanXRQChr11	8400001	11.33
HanXRQChr11	8500001	11.46
HanXRQChr11	8600001	11.58
HanXRQChr11	8700001	11.71
HanXRQChr11	8800001	11.83
HanXRQChr11	8900001	11.96
HanXRQChr11	9000001	12.08
HanXRQChr11	9100001	12.2
HanXRQChr11	9200001	12.33
HanXRQChr11	9300001	12.45
HanXRQChr11	9400001	12.57
HanXRQChr11	9500001	12.7
HanXRQChr11	9600001	12.82
HanXRQChr11	9700001	12.94
HanXRQChr11	9800001	13.06
HanXRQChr11	9900001	13.18
HanXRQChr11	10000001	13.3
HanXRQChr11	10100001	13.43
HanXRQChr11	10200001	13.55
HanXRQChr11	10300001	13.67
HanXRQChr11	10400001	13.79
HanXRQChr11	10500001	13.91
HanXRQChr11	10600001	14.03
HanXRQChr11	10700001	14.15
HanXRQChr11	10800001	14.27
HanXRQChr11	10900001	14.38
HanXRQChr11	11000001	14.5
HanXRQChr11	11100001	14.62
HanXRQChr11	11200001	14.74
HanXRQChr11	11300001	14.86
HanXRQChr11	11400001	14.98
HanXRQChr11	11500001	15.09
HanXRQChr11	11600001	15.21
HanXRQChr11	11700001	15.33
HanXRQChr11	11800001	15.44
HanXRQChr11	11900001	15.56
HanXRQChr11	12000001	15.68
HanXRQChr11	12100001	15.79
HanXRQChr11	12200001	15.91
HanXRQChr11	12300001	16.02
HanXRQChr11	12400001	16.14
HanXRQChr11	12500001	16.25
HanXRQChr11	12600001	16.37
HanXRQChr11	12700001	16.48
HanXRQChr11	12800001	16.6
HanXRQChr11	12900001	16.71
HanXRQChr11	13000001	16.82
HanXRQChr11	13100001	16.94
HanXRQChr11	13200001	17.05
HanXRQChr11	13300001	17.16
HanXRQChr11	13400001	17.27
HanXRQChr11	13500001	17.39
HanXRQChr11	13600001	17.5
HanXRQChr11	13700001	17.61
HanXRQChr11	13800001	17.72
HanXRQChr11	13900001	17.83
HanXRQChr11	14000001	17.94
HanXRQChr11	14100001	18.05
HanXRQChr11	14200001	18.16
HanXRQChr11	14300001	18.27
HanXRQChr11	14400001	18.38
HanXRQChr11	14500001	18.49
HanXRQChr11	14600001	18.6
HanXRQChr11	14700001	18.71
HanXRQChr11	14800001	18.82
HanXRQChr11	14900001	18.93
HanXRQChr11	15000001	19.04
HanXRQChr11	15100001	19.14
HanXRQChr11	15200001	19.25
HanXRQChr11	15300001	19.36
HanXRQChr11	15400001	19.47
HanXRQChr11	15500001	19.57
HanXRQChr11	15600001	19.68
HanXRQChr11	15700001	19.79
HanXRQChr11	15800001	19.89
HanXRQChr11	15900001	20
HanXRQChr11	16000001	20.1
HanXRQChr11	16100001	20.21
HanXRQChr11	16200001	20.31
HanXRQChr11	16300001	20.42
HanXRQChr11	16400001	20.52
HanXRQChr11	16500001	20.63
HanXRQChr11	16600001	20.73
HanXRQChr11	16700001	20.83
HanXRQChr11	16800001	20.94
HanXRQChr11	16900001	21.04
HanXRQChr11	17000001	21.14
HanXRQChr11	17100001	21.24
HanXRQChr11	17200001	21.34
HanXRQChr11	17300001	21.45
HanXRQChr11	17400001	21.55
HanXRQChr11	17500001	21.65
HanXRQChr11	17600001	21.75
HanXRQChr11	17700001	21.85
HanXRQChr11	17800001	21.95
HanXRQChr11	17900001	22.05
HanXRQChr11	18000001	22.15
HanXRQChr11	18100001	22.25
HanXRQChr11	18200001	22.35
HanXRQChr11	18300001	22.45
HanXRQChr11	18400001	22.55
HanXRQChr11	18500001	22.65
HanXRQChr11	18600001	22.74
HanXRQChr11	18700001	22.84
HanXRQChr11	18800001	22.94
HanXRQChr11	18900001	23.04
HanXRQChr11	19000001	23.13
HanXRQChr11	19100001	23.23
HanXRQChr11	19200001	23.33
HanXRQChr11	19300001	23.42
HanXRQChr11	19400001	23.52
HanXRQChr11	19500001	23.61
HanXRQChr11	19600001	23.71
HanXRQChr11	19700001	23.8
HanXRQChr11	19800001	23.9
HanXRQChr11	19900001	23.99
HanXRQChr11	20000001	24.08
HanXRQChr11	20100001	24.18
HanXRQChr11	20200001	24.27
HanXRQChr11	20300001	24.37
HanXRQChr11	20400001	24.46
HanXRQChr11	20500001	24.55
HanXRQChr11	20600001	24.64
HanXRQChr11	20700001	24.73
HanXRQChr11	20800001	24.83
HanXRQChr11	20900001	24.92
HanXRQChr11	21000001	25.01
HanXRQChr11	21100001	25.1
HanXRQChr11	21200001	25.19
HanXRQChr11	21300001	25.28
HanXRQChr11	21400001	25.37
HanXRQChr11	21500001	25.46
HanXRQChr11	21600001	25.55
HanXRQChr11	21700001	25.64
HanXRQChr11	21800001	25.73
HanXRQChr11	21900001	25.81
HanXRQChr11	22000001	25.9
HanXRQChr11	22100001	25.99
HanXRQChr11	22200001	26.08
HanXRQChr11	22300001	26.16
HanXRQChr11	22400001	26.25
HanXRQChr11	22500001	26.34
HanXRQChr11	22600001	26.42
HanXRQChr11	22700001	26.51
HanXRQChr11	22800001	26.59
HanXRQChr11	22900001	26.68
HanXRQChr11	23000001	26.76
HanXRQChr11	23100001	26.85
HanXRQChr11	23200001	26.93
HanXRQChr11	23300001	27.02
HanXRQChr11	23400001	27.1
HanXRQChr11	23500001	27.18
HanXRQChr11	23600001	27.27
HanXRQChr11	23700001	27.35
HanXRQChr11	23800001	27.43
HanXRQChr11	23900001	27.52
HanXRQChr11	24000001	27.6
HanXRQChr11	24100001	27.68
HanXRQChr11	24200001	27.76
HanXRQChr11	24300001	27.84
HanXRQChr11	24400001	27.92
HanXRQChr11	24500001	28
HanXRQChr11	24600001	28.08
HanXRQChr11	24700001	28.16
HanXRQChr11	24800001	28.24
HanXRQChr11	24900001	28.32
HanXRQChr11	25000001	28.4
HanXRQChr11	25100001	28.48
HanXRQChr11	25200001	28.56
HanXRQChr11	25300001	28.63
HanXRQChr11	25400001	28.71
HanXRQChr11	25500001	28.79
HanXRQChr11	25600001	28.86
HanXRQChr11	25700001	28.94
HanXRQChr11	25800001	29.02
HanXRQChr11	25900001	29.09
HanXRQChr11	26000001	29.17
HanXRQChr11	26100001	29.24
HanXRQChr11	26200001	29.32
HanXRQChr11	26300001	29.39
HanXRQChr11	26400001	29.47
HanXRQChr11	26500001	29.54
HanXRQChr11	26600001	29.62
HanXRQChr11	26700001	29.69
HanXRQChr11	26800001	29.76
HanXRQChr11	26900001	29.84
HanXRQChr11	27000001	29.91
HanXRQChr11	27100001	29.98
HanXRQChr11	27200001	30.06
HanXRQChr11	27300001	30.13
HanXRQChr11	27400001	30.2
HanXRQChr11	27500001	30.27
HanXRQChr11	27600001	30.34
HanXRQChr11	27700001	30.41
HanXRQChr11	27800001	30.48
HanXRQChr11	27900001	30.55
HanXRQChr11	28000001	30.62
HanXRQChr11	28100001	30.69
HanXRQChr11	28200001	30.76
HanXRQChr11	28300001	30.83
HanXRQChr11	28400001	30.9
HanXRQChr11	28500001	30.97
HanXRQChr11	28600001	31.04
HanXRQChr11	28700001	31.1
HanXRQChr11	28800001	31.17
HanXRQChr11	28900001	31.24
HanXRQChr11	29000001	31.31
HanXRQChr11	29100001	31.37
HanXRQChr11	29200001	31.44
HanXRQChr11	29300001	31.51
HanXRQChr11	29400001	31.57
HanXRQChr11	29500001	31.64
HanXRQChr11	29600001	31.7
HanXRQChr11	29700001	31.77
HanXRQChr11	29800001	31.83
HanXRQChr11	29900001	31.9
HanXRQChr11	30000001	31.96
HanXRQChr11	30100001	32.03
HanXRQChr11	30200001	32.09
HanXRQChr11	30300001	32.15
HanXRQChr11	30400001	32.22
HanXRQChr11	30500001	32.28
HanXRQChr11	30600001	32.34
HanXRQChr11	30700001	32.41
HanXRQChr11	30800001	32.47
HanXRQChr11	30900001	32.53
HanXRQChr11	31000001	32.59
HanXRQChr11	31100001	32.65
HanXRQChr11	31200001	32.71
HanXRQChr11	31300001	32.77
HanXRQChr11	31400001	32.84
HanXRQChr11	31500001	32.9
HanXRQChr11	31600001	32.96
HanXRQChr11	31700001	33.02
HanXRQChr11	31800001	33.08
HanXRQChr11	31900001	33.14
HanXRQChr11	32000001	33.19
HanXRQChr11	32100001	33.25
HanXRQChr11	32200001	33.31
HanXRQChr11	32300001	33.37
HanXRQChr11	32400001	33.43
HanXRQChr11	32500001	33.49
HanXRQChr11	32600001	33.54
HanXRQChr11	32700001	33.6
HanXRQChr11	32800001	33.66
HanXRQChr11	32900001	33.72
HanXRQChr11	33000001	33.77
HanXRQChr11	33100001	33.83
HanXRQChr11	33200001	33.88
HanXRQChr11	33300001	33.94
HanXRQChr11	33400001	34
HanXRQChr11	33500001	34.05
HanXRQChr11	33600001	34.11
HanXRQChr11	33700001	34.16
HanXRQChr11	33800001	34.22
HanXRQChr11	33900001	34.27
HanXRQChr11	34000001	34.33
HanXRQChr11	34100001	34.38
HanXRQChr11	34200001	34.43
HanXRQChr11	34300001	34.49
HanXRQChr11	34400001	34.54
HanXRQChr11	34500001	34.59
HanXRQChr11	34600001	34.65
HanXRQChr11	34700001	34.7
HanXRQChr11	34800001	34.75
HanXRQChr11	34900001	34.8
HanXRQChr11	35000001	34.85
HanXRQChr11	35100001	34.91
HanXRQChr11	35200001	34.96
HanXRQChr11	35300001	35.01
HanXRQChr11	35400001	35.06
HanXRQChr11	35500001	35.11
HanXRQChr11	35600001	35.16
HanXRQChr11	35700001	35.21
HanXRQChr11	35800001	35.26
HanXRQChr11	35900001	35.31
HanXRQChr11	36000001	35.36
HanXRQChr11	36100001	35.41
HanXRQChr11	36200001	35.46
HanXRQChr11	36300001	35.51
HanXRQChr11	36400001	35.56
HanXRQChr11	36500001	35.61
HanXRQChr11	36600001	35.65
HanXRQChr11	36700001	35.7
HanXRQChr11	36800001	35.75
HanXRQChr11	36900001	35.8
HanXRQChr11	37000001	35.85
HanXRQChr11	37100001	35.89
HanXRQChr11	37200001	35.94
HanXRQChr11	37300001	35.99
HanXRQChr11	37400001	36.03
HanXRQChr11	37500001	36.08
HanXRQChr11	37600001	36.13
HanXRQChr11	37700001	36.17
HanXRQChr11	37800001	36.22
HanXRQChr11	37900001	36.26
HanXRQChr11	38000001	36.31
HanXRQChr11	38100001	36.35
HanXRQChr11	38200001	36.4
HanXRQChr11	38300001	36.44
HanXRQChr11	38400001	36.49
HanXRQChr11	38500001	36.53
HanXRQChr11	38600001	36.58
HanXRQChr11	38700001	36.62
HanXRQChr11	38800001	36.66
HanXRQChr11	38900001	36.71
HanXRQChr11	39000001	36.75
HanXRQChr11	39100001	36.79
HanXRQChr11	39200001	36.84
HanXRQChr11	39300001	36.88
HanXRQChr11	39400001	36.92
HanXRQChr11	39500001	36.96
HanXRQChr11	39600001	37.01
HanXRQChr11	39700001	37.05
HanXRQChr11	39800001	37.09
HanXRQChr11	39900001	37.13
HanXRQChr11	40000001	37.17
HanXRQChr11	40100001	37.21
HanXRQChr11	40200001	37.25
HanXRQChr11	40300001	37.3
HanXRQChr11	40400001	37.34
HanXRQChr11	40500001	37.38
HanXRQChr11	40600001	37.42
HanXRQChr11	40700001	37.46
HanXRQChr11	40800001	37.5
HanXRQChr11	40900001	37.54
HanXRQChr11	41000001	37.58
HanXRQChr11	41100001	37.61
HanXRQChr11	41200001	37.65
HanXRQChr11	41300001	37.69
HanXRQChr11	41400001	37.73
HanXRQChr11	41500001	37.77
HanXRQChr11	41600001	37.81
HanXRQChr11	41700001	37.85
HanXRQChr11	41800001	37.88
HanXRQChr11	41900001	37.92
HanXRQChr11	42000001	37.96
HanXRQChr11	42100001	38
HanXRQChr11	42200001	38.03
HanXRQChr11	42300001	38.07
HanXRQChr11	42400001	38.11
HanXRQChr11	42500001	38.14
HanXRQChr11	42600001	38.18
HanXRQChr11	42700001	38.22
HanXRQChr11	42800001	38.25
HanXRQChr11	42900001	38.29
HanXRQChr11	43000001	38.33
HanXRQChr11	43100001	38.36
HanXRQChr11	43200001	38.4
HanXRQChr11	43300001	38.43
HanXRQChr11	43400001	38.47
HanXRQChr11	43500001	38.5
HanXRQChr11	43600001	38.54
HanXRQChr11	43700001	38.57
HanXRQChr11	43800001	38.61
HanXRQChr11	43900001	38.64
HanXRQChr11	44000001	38.68
HanXRQChr11	44100001	38.71
HanXRQChr11	44200001	38.74
HanXRQChr11	44300001	38.78
HanXRQChr11	44400001	38.81
HanXRQChr11	44500001	38.84
HanXRQChr11	44600001	38.88
HanXRQChr11	44700001	38.91
HanXRQChr11	44800001	38.94
HanXRQChr11	44900001	38.98
HanXRQChr11	45000001	39.01
HanXRQChr11	45100001	39.04
HanXRQChr11	45200001	39.07
HanXRQChr11	45300001	39.11
HanXRQChr11	45400001	39.14
HanXRQChr11	45500001	39.17
HanXRQChr11	45600001	39.2
HanXRQChr11	45700001	39.23
HanXRQChr11	45800001	39.26
HanXRQChr11	45900001	39.3
HanXRQChr11	46000001	39.33
HanXRQChr11	46100001	39.36
HanXRQChr11	46200001	39.39
HanXRQChr11	46300001	39.42
HanXRQChr11	46400001	39.45
HanXRQChr11	46500001	39.48
HanXRQChr11	46600001	39.51
HanXRQChr11	46700001	39.54
HanXRQChr11	46800001	39.57
HanXRQChr11	46900001	39.6
HanXRQChr11	47000001	39.63
HanXRQChr11	47100001	39.66
HanXRQChr11	47200001	39.69
HanXRQChr11	47300001	39.72
HanXRQChr11	47400001	39.75
HanXRQChr11	47500001	39.78
HanXRQChr11	47600001	39.81
HanXRQChr11	47700001	39.83
HanXRQChr11	47800001	39.86
HanXRQChr11	47900001	39.89
HanXRQChr11	48000001	39.92
HanXRQChr11	48100001	39.95
HanXRQChr11	48200001	39.98
HanXRQChr11	48300001	40
HanXRQChr11	48400001	40.03
HanXRQChr11	48500001	40.06
HanXRQChr11	48600001	40.09
HanXRQChr11	48700001	40.11
HanXRQChr11	48800001	40.14
HanXRQChr11	48900001	40.17
HanXRQChr11	49000001	40.2
HanXRQChr11	49100001	40.22
HanXRQChr11	49200001	40.25
HanXRQChr11	49300001	40.28
HanXRQChr11	49400001	40.3
HanXRQChr11	49500001	40.33
HanXRQChr11	49600001	40.36
HanXRQChr11	49700001	40.38
HanXRQChr11	49800001	40.41
HanXRQChr11	49900001	40.43
HanXRQChr11	50000001	40.46
HanXRQChr11	50100001	40.49
HanXRQChr11	50200001	40.51
HanXRQChr11	50300001	40.54
HanXRQChr11	50400001	40.56
HanXRQChr11	50500001	40.59
HanXRQChr11	50600001	40.61
HanXRQChr11	50700001	40.64
HanXRQChr11	50800001	40.66
HanXRQChr11	50900001	40.69
HanXRQChr11	51000001	40.71
HanXRQChr11	51100001	40.74
HanXRQChr11	51200001	40.76
HanXRQChr11	51300001	40.78
HanXRQChr11	51400001	40.81
HanXRQChr11	51500001	40.83
HanXRQChr11	51600001	40.86
HanXRQChr11	51700001	40.88
HanXRQChr11	51800001	40.9
HanXRQChr11	51900001	40.93
HanXRQChr11	52000001	40.95
HanXRQChr11	52100001	40.97
HanXRQChr11	52200001	41
HanXRQChr11	52300001	41.02
HanXRQChr11	52400001	41.04
HanXRQChr11	52500001	41.07
HanXRQChr11	52600001	41.09
HanXRQChr11	52700001	41.11
HanXRQChr11	52800001	41.14
HanXRQChr11	52900001	41.16
HanXRQChr11	53000001	41.18
HanXRQChr11	53100001	41.2
HanXRQChr11	53200001	41.23
HanXRQChr11	53300001	41.25
HanXRQChr11	53400001	41.27
HanXRQChr11	53500001	41.29
HanXRQChr11	53600001	41.31
HanXRQChr11	53700001	41.33
HanXRQChr11	53800001	41.36
HanXRQChr11	53900001	41.38
HanXRQChr11	54000001	41.4
HanXRQChr11	54100001	41.42
HanXRQChr11	54200001	41.44
HanXRQChr11	54300001	41.46
HanXRQChr11	54400001	41.48
HanXRQChr11	54500001	41.5
HanXRQChr11	54600001	41.53
HanXRQChr11	54700001	41.55
HanXRQChr11	54800001	41.57
HanXRQChr11	54900001	41.59
HanXRQChr11	55000001	41.61
HanXRQChr11	55100001	41.63
HanXRQChr11	55200001	41.65
HanXRQChr11	55300001	41.67
HanXRQChr11	55400001	41.69
HanXRQChr11	55500001	41.71
HanXRQChr11	55600001	41.73
HanXRQChr11	55700001	41.75
HanXRQChr11	55800001	41.77
HanXRQChr11	55900001	41.79
HanXRQChr11	56000001	41.81
HanXRQChr11	56100001	41.83
HanXRQChr11	56200001	41.84
HanXRQChr11	56300001	41.86
HanXRQChr11	56400001	41.88
HanXRQChr11	56500001	41.9
HanXRQChr11	56600001	41.92
HanXRQChr11	56700001	41.94
HanXRQChr11	56800001	41.96
HanXRQChr11	56900001	41.98
HanXRQChr11	57000001	42
HanXRQChr11	57100001	42.01
HanXRQChr11	57200001	42.03
HanXRQChr11	57300001	42.05
HanXRQChr11	57400001	42.07
HanXRQChr11	57500001	42.09
HanXRQChr11	57600001	42.11
HanXRQChr11	57700001	42.12
HanXRQChr11	57800001	42.14
HanXRQChr11	57900001	42.16
HanXRQChr11	58000001	42.18
HanXRQChr11	58100001	42.19
HanXRQChr11	58200001	42.21
HanXRQChr11	58300001	42.23
HanXRQChr11	58400001	42.25
HanXRQChr11	58500001	42.26
HanXRQChr11	58600001	42.28
HanXRQChr11	58700001	42.3
HanXRQChr11	58800001	42.32
HanXRQChr11	58900001	42.33
HanXRQChr11	59000001	42.35
HanXRQChr11	59100001	42.37
HanXRQChr11	59200001	42.38
HanXRQChr11	59300001	42.4
HanXRQChr11	59400001	42.42
HanXRQChr11	59500001	42.43
HanXRQChr11	59600001	42.45
HanXRQChr11	59700001	42.47
HanXRQChr11	59800001	42.48
HanXRQChr11	59900001	42.5
HanXRQChr11	60000001	42.52
HanXRQChr11	60100001	42.53
HanXRQChr11	60200001	42.55
HanXRQChr11	60300001	42.56
HanXRQChr11	60400001	42.58
HanXRQChr11	60500001	42.6
HanXRQChr11	60600001	42.61
HanXRQChr11	60700001	42.63
HanXRQChr11	60800001	42.64
HanXRQChr11	60900001	42.66
HanXRQChr11	61000001	42.67
HanXRQChr11	61100001	42.69
HanXRQChr11	61200001	42.7
HanXRQChr11	61300001	42.72
HanXRQChr11	61400001	42.74
HanXRQChr11	61500001	42.75
HanXRQChr11	61600001	42.77
HanXRQChr11	61700001	42.78
HanXRQChr11	61800001	42.8
HanXRQChr11	61900001	42.81
HanXRQChr11	62000001	42.83
HanXRQChr11	62100001	42.84
HanXRQChr11	62200001	42.86
HanXRQChr11	62300001	42.87
HanXRQChr11	62400001	42.88
HanXRQChr11	62500001	42.9
HanXRQChr11	62600001	42.91
HanXRQChr11	62700001	42.93
HanXRQChr11	62800001	42.94
HanXRQChr11	62900001	42.96
HanXRQChr11	63000001	42.97
HanXRQChr11	63100001	42.99
HanXRQChr11	63200001	43
HanXRQChr11	63300001	43.01
HanXRQChr11	63400001	43.03
HanXRQChr11	63500001	43.04
HanXRQChr11	63600001	43.06
HanXRQChr11	63700001	43.07
HanXRQChr11	63800001	43.08
HanXRQChr11	63900001	43.1
HanXRQChr11	64000001	43.11
HanXRQChr11	64100001	43.13
HanXRQChr11	64200001	43.14
HanXRQChr11	64300001	43.15
HanXRQChr11	64400001	43.17
HanXRQChr11	64500001	43.18
HanXRQChr11	64600001	43.19
HanXRQChr11	64700001	43.21
HanXRQChr11	64800001	43.22
HanXRQChr11	64900001	43.23
HanXRQChr11	65000001	43.25
HanXRQChr11	65100001	43.26
HanXRQChr11	65200001	43.27
HanXRQChr11	65300001	43.29
HanXRQChr11	65400001	43.3
HanXRQChr11	65500001	43.31
HanXRQChr11	65600001	43.33
HanXRQChr11	65700001	43.34
HanXRQChr11	65800001	43.35
HanXRQChr11	65900001	43.36
HanXRQChr11	66000001	43.38
HanXRQChr11	66100001	43.39
HanXRQChr11	66200001	43.4
HanXRQChr11	66300001	43.42
HanXRQChr11	66400001	43.43
HanXRQChr11	66500001	43.44
HanXRQChr11	66600001	43.45
HanXRQChr11	66700001	43.47
HanXRQChr11	66800001	43.48
HanXRQChr11	66900001	43.49
HanXRQChr11	67000001	43.5
HanXRQChr11	67100001	43.52
HanXRQChr11	67200001	43.53
HanXRQChr11	67300001	43.54
HanXRQChr11	67400001	43.55
HanXRQChr11	67500001	43.57
HanXRQChr11	67600001	43.58
HanXRQChr11	67700001	43.59
HanXRQChr11	67800001	43.6
HanXRQChr11	67900001	43.62
HanXRQChr11	68000001	43.63
HanXRQChr11	68100001	43.64
HanXRQChr11	68200001	43.65
HanXRQChr11	68300001	43.66
HanXRQChr11	68400001	43.68
HanXRQChr11	68500001	43.69
HanXRQChr11	68600001	43.7
HanXRQChr11	68700001	43.71
HanXRQChr11	68800001	43.72
HanXRQChr11	68900001	43.74
HanXRQChr11	69000001	43.75
HanXRQChr11	69100001	43.76
HanXRQChr11	69200001	43.77
HanXRQChr11	69300001	43.78
HanXRQChr11	69400001	43.8
HanXRQChr11	69500001	43.81
HanXRQChr11	69600001	43.82
HanXRQChr11	69700001	43.83
HanXRQChr11	69800001	43.84
HanXRQChr11	69900001	43.85
HanXRQChr11	70000001	43.87
HanXRQChr11	70100001	43.88
HanXRQChr11	70200001	43.89
HanXRQChr11	70300001	43.9
HanXRQChr11	70400001	43.91
HanXRQChr11	70500001	43.92
HanXRQChr11	70600001	43.93
HanXRQChr11	70700001	43.95
HanXRQChr11	70800001	43.96
HanXRQChr11	70900001	43.97
HanXRQChr11	71000001	43.98
HanXRQChr11	71100001	43.99
HanXRQChr11	71200001	44
HanXRQChr11	71300001	44.02
HanXRQChr11	71400001	44.03
HanXRQChr11	71500001	44.04
HanXRQChr11	71600001	44.05
HanXRQChr11	71700001	44.06
HanXRQChr11	71800001	44.07
HanXRQChr11	71900001	44.08
HanXRQChr11	72000001	44.09
HanXRQChr11	72100001	44.11
HanXRQChr11	72200001	44.12
HanXRQChr11	72300001	44.13
HanXRQChr11	72400001	44.14
HanXRQChr11	72500001	44.15
HanXRQChr11	72600001	44.16
HanXRQChr11	72700001	44.17
HanXRQChr11	72800001	44.19
HanXRQChr11	72900001	44.2
HanXRQChr11	73000001	44.21
HanXRQChr11	73100001	44.22
HanXRQChr11	73200001	44.23
HanXRQChr11	73300001	44.24
HanXRQChr11	73400001	44.25
HanXRQChr11	73500001	44.26
HanXRQChr11	73600001	44.28
HanXRQChr11	73700001	44.29
HanXRQChr11	73800001	44.3
HanXRQChr11	73900001	44.31
HanXRQChr11	74000001	44.32
HanXRQChr11	74100001	44.33
HanXRQChr11	74200001	44.34
HanXRQChr11	74300001	44.35
HanXRQChr11	74400001	44.36
HanXRQChr11	74500001	44.38
HanXRQChr11	74600001	44.39
HanXRQChr11	74700001	44.4
HanXRQChr11	74800001	44.41
HanXRQChr11	74900001	44.42
HanXRQChr11	75000001	44.43
HanXRQChr11	75100001	44.44
HanXRQChr11	75200001	44.45
HanXRQChr11	75300001	44.46
HanXRQChr11	75400001	44.47
HanXRQChr11	75500001	44.49
HanXRQChr11	75600001	44.5
HanXRQChr11	75700001	44.51
HanXRQChr11	75800001	44.52
HanXRQChr11	75900001	44.53
HanXRQChr11	76000001	44.54
HanXRQChr11	76100001	44.55
HanXRQChr11	76200001	44.56
HanXRQChr11	76300001	44.57
HanXRQChr11	76400001	44.58
HanXRQChr11	76500001	44.59
HanXRQChr11	76600001	44.61
HanXRQChr11	76700001	44.62
HanXRQChr11	76800001	44.63
HanXRQChr11	76900001	44.64
HanXRQChr11	77000001	44.65
HanXRQChr11	77100001	44.66
HanXRQChr11	77200001	44.67
HanXRQChr11	77300001	44.68
HanXRQChr11	77400001	44.69
HanXRQChr11	77500001	44.7
HanXRQChr11	77600001	44.71
HanXRQChr11	77700001	44.72
HanXRQChr11	77800001	44.73
HanXRQChr11	77900001	44.74
HanXRQChr11	78000001	44.76
HanXRQChr11	78100001	44.77
HanXRQChr11	78200001	44.78
HanXRQChr11	78300001	44.79
HanXRQChr11	78400001	44.8
HanXRQChr11	78500001	44.81
HanXRQChr11	78600001	44.82
HanXRQChr11	78700001	44.83
HanXRQChr11	78800001	44.84
HanXRQChr11	78900001	44.85
HanXRQChr11	79000001	44.86
HanXRQChr11	79100001	44.87
HanXRQChr11	79200001	44.88
HanXRQChr11	79300001	44.89
HanXRQChr11	79400001	44.9
HanXRQChr11	79500001	44.91
HanXRQChr11	79600001	44.92
HanXRQChr11	79700001	44.93
HanXRQChr11	79800001	44.94
HanXRQChr11	79900001	44.95
HanXRQChr11	80000001	44.96
HanXRQChr11	80100001	44.97
HanXRQChr11	80200001	44.98
HanXRQChr11	80300001	44.99
HanXRQChr11	80400001	45
HanXRQChr11	80500001	45.01
HanXRQChr11	80600001	45.02
HanXRQChr11	80700001	45.03
HanXRQChr11	80800001	45.04
HanXRQChr11	80900001	45.05
HanXRQChr11	81000001	45.06
HanXRQChr11	81100001	45.07
HanXRQChr11	81200001	45.08
HanXRQChr11	81300001	45.09
HanXRQChr11	81400001	45.1
HanXRQChr11	81500001	45.11
HanXRQChr11	81600001	45.12
HanXRQChr11	81700001	45.13
HanXRQChr11	81800001	45.14
